year,total_works,n_scopus,n_wos,n_medline,n_wos_after_deindex,n_scopus_after_deindex,n_medline_after_deindex,n_scopus_deindex,n_wos_deindex,n_medline_deindex,n_wos_journals,n_scopus_journals,n_medline_journals,n_journals,n_retracted,n_retracted_journals,n_paper_mill,n_paper_mill_journals,n_paper_mill_retracted,n_wos_paper_mill_journals,n_paper_mill_wos,n_scopus_paper_mill_journals,n_paper_mill_scopus,n_medline_paper_mill_journals,n_paper_mill_medline
1901,49549,36735,34285,27190,177,0,0,22,3078,5841,260,300,112,497,0,0,0,0,0,0,0,0,0,0,0
1902,51109,38242,35533,27787,121,0,0,19,3070,5956,266,304,109,504,0,0,0,0,0,0,0,0,0,0,0
1903,52249,39301,36599,28001,6,0,0,20,3158,6118,269,311,119,514,0,0,0,0,0,0,0,0,0,0,0
1904,52936,39795,37336,28924,168,0,0,24,3335,6368,287,331,129,557,0,0,0,0,0,0,0,0,0,0,0
1905,53031,39155,36830,28118,26,0,0,17,3744,6431,301,346,130,580,0,0,0,0,0,0,0,0,0,0,0
1906,55177,40623,38366,29007,9,0,0,20,4224,6461,306,348,133,577,0,0,0,0,0,0,0,0,0,0,0
1907,57029,41684,39227,28994,98,0,0,16,4475,6432,312,360,135,611,0,0,0,0,0,0,0,0,0,0,0
1908,58715,41354,40227,30161,31,0,0,17,6650,7420,336,385,153,628,0,0,0,0,0,0,0,0,0,0,0
1909,60879,43688,42030,31959,20,0,0,17,6966,7950,333,384,155,632,0,0,0,0,0,0,0,0,0,0,0
1910,61053,44659,42182,32121,145,0,0,21,6103,7850,362,418,161,659,0,0,0,0,0,0,0,0,0,0,0
1911,62216,44903,43391,32260,242,0,0,19,7268,7944,364,425,176,685,0,0,0,0,0,0,0,0,0,0,0
1912,62528,44998,42973,32436,18,0,0,23,7596,8340,374,437,184,716,0,0,0,0,0,0,0,0,0,0,0
1913,63661,47313,43130,31841,25,0,0,18,5977,7404,396,465,204,764,0,0,0,0,0,0,0,0,0,0,0
1914,62662,44866,43532,32174,105,0,0,20,7814,7568,416,483,209,784,0,0,0,0,0,0,0,0,0,0,0
1915,60390,43252,43361,31227,507,0,0,8,7629,6953,398,460,203,745,0,0,0,0,0,0,0,0,0,0,0
1916,57955,42133,41362,30021,39,0,0,2,6576,7201,408,473,214,768,0,0,0,0,0,0,0,0,0,0,0
1917,54731,39227,38664,27741,37,0,0,7,6488,5598,410,476,226,762,0,0,0,0,0,0,0,0,0,0,0
1918,52993,39960,37529,26619,26,0,0,3,4063,4617,424,490,227,786,0,0,0,0,0,0,0,0,0,0,0
1919,55279,39476,38633,27921,61,0,0,2,6676,4898,434,508,237,809,0,0,0,0,0,0,0,0,0,0,0
1920,63295,47600,45499,32475,52,0,0,14,6204,6727,495,573,262,885,0,0,0,0,0,0,0,0,0,0,0
1921,69759,54288,51088,36934,68,0,0,17,6388,8020,519,597,276,913,0,0,0,0,0,0,0,0,0,0,0
1922,74297,57459,54657,39168,166,0,0,9,8503,9097,546,628,292,960,0,0,0,0,0,0,0,0,0,0,0
1923,77491,60215,55620,41262,126,0,0,20,8371,9914,570,650,302,991,0,0,0,0,0,0,0,0,0,0,0
1924,82240,64324,59564,43934,175,0,0,28,9397,10307,583,666,301,1005,0,0,0,0,0,0,0,0,0,0,0
1925,85797,66368,61393,45998,137,0,0,17,9840,11684,624,715,329,1077,0,0,0,0,0,0,0,0,0,0,0
1926,92281,71261,65429,48199,135,0,0,31,10761,11582,657,748,352,1123,0,0,0,0,0,0,0,0,0,0,0
1927,96495,73933,68197,50999,148,0,0,39,11656,11309,703,791,381,1198,0,0,0,0,0,0,0,0,0,0,0
1928,100698,77574,72290,53508,188,0,0,36,13268,11952,706,805,391,1221,0,0,0,0,0,0,0,0,0,0,0
1929,104474,79067,74644,55001,239,0,0,40,15278,13233,717,809,384,1245,0,0,0,0,0,0,0,0,0,0,0
1930,109567,84300,78079,56322,237,0,0,33,14687,14017,787,880,415,1343,0,0,0,0,0,0,0,0,0,0,0
1931,110435,84381,79886,56747,257,0,0,38,15591,14780,794,901,434,1374,0,0,0,0,0,0,0,0,0,0,0
1932,112899,85358,82512,59949,200,0,0,39,17343,14376,827,936,455,1413,0,0,0,0,0,0,0,0,0,0,0
1933,113119,88189,82296,60050,447,0,0,42,15141,14502,857,963,473,1453,0,0,0,0,0,0,0,0,0,0,0
1934,114087,88459,82080,59493,626,0,0,39,15696,14911,875,998,481,1516,0,0,0,0,0,0,0,0,0,0,0
1935,117734,89617,84646,60595,539,0,0,36,17370,14270,903,1026,500,1543,0,0,0,0,0,0,0,0,0,0,0
1936,120635,89939,86276,61102,555,0,0,62,18704,15354,932,1061,503,1594,0,0,0,0,0,0,0,0,0,0,0
1937,120412,90788,87821,60953,574,0,0,93,19371,14758,950,1073,518,1599,0,0,0,0,0,0,0,0,0,0,0
1938,123503,92548,90032,63538,531,0,0,69,19537,15513,971,1098,544,1642,0,0,0,0,0,0,0,0,0,0,0
1939,120696,90466,88952,61488,465,0,0,74,19820,14115,982,1111,551,1659,0,0,0,0,0,0,0,0,0,0,0
1940,116259,86837,85484,61103,384,0,0,59,18537,14649,1021,1145,587,1737,0,0,0,0,0,0,0,0,0,0,0
1941,108357,84339,80978,58061,365,0,0,67,15322,13905,951,1080,554,1619,0,0,0,0,0,0,0,0,0,0,0
1942,103470,80468,77578,55981,291,0,0,75,14066,13293,951,1061,535,1567,0,0,0,0,0,0,0,0,0,0,0
1943,95366,72357,71245,51005,233,0,0,58,14745,11039,960,1070,564,1569,0,0,0,0,0,0,0,0,0,0,0
1944,90821,68899,69108,49414,420,0,0,51,13646,10804,938,1044,557,1536,0,0,0,0,0,0,0,0,0,0,0
1945,95008,70695,68533,54241,372,0,0,27,14435,14780,960,1147,814,1766,0,0,0,0,0,0,0,0,0,0,0
1946,123690,91408,86655,74078,644,0,0,34,20152,21866,1102,1364,999,2083,0,0,0,0,0,0,0,0,0,0,0
1947,145336,108665,100085,88937,808,0,0,29,24475,28997,1266,1586,1177,2442,0,0,0,0,0,0,0,0,0,0,0
1948,163788,121407,111125,98324,635,0,0,65,26616,32420,1414,1777,1315,2757,0,0,0,0,0,0,0,0,0,0,0
1949,172348,131223,118193,99539,987,0,0,100,26966,31953,1476,1860,1294,2844,0,0,0,0,0,0,0,0,0,0,0
1950,211809,155247,133764,124288,1087,0,0,172,33917,45551,1624,2066,1441,3208,0,0,0,0,0,0,0,0,0,0,0
1951,233301,172328,144422,141585,1210,0,0,145,36336,54331,1642,2094,1480,3272,0,0,0,0,0,0,0,0,0,0,0
1952,240298,180133,147996,147076,1249,0,0,219,35431,57136,1726,2213,1532,3419,0,0,0,0,0,0,0,0,0,0,0
1953,249670,188247,155717,149962,1357,0,0,202,38396,59041,1779,2312,1600,3578,0,0,0,0,0,0,0,0,0,0,0
1954,257888,194592,163235,154278,2701,0,0,264,41809,60147,1863,2442,1660,3745,0,0,0,0,0,0,0,0,0,0,0
1955,267313,202591,168395,158971,2845,0,0,214,43296,62059,1928,2533,1720,3878,0,0,0,0,0,0,0,0,0,0,0
1956,275344,210017,174239,161319,2899,0,0,369,44498,63101,1991,2600,1681,3962,0,0,0,0,0,0,0,0,0,0,0
1957,289673,220430,182447,168250,2793,0,0,441,46431,66399,2113,2739,1752,4134,0,0,0,0,0,0,0,0,0,0,0
1958,297259,229768,191618,169719,2812,0,0,398,48417,65095,2215,2851,1776,4245,0,0,0,0,0,0,0,0,0,0,0
1959,310771,241878,202733,174424,2559,0,0,486,50674,67516,2373,3023,1879,4500,1,1,0,0,0,0,0,0,0,0,0
1960,331351,256987,219884,182247,3389,0,0,404,56355,72482,2630,3324,2070,5005,0,0,0,0,0,0,0,0,0,0,0
1961,341168,266343,226566,189940,3526,0,0,325,55745,76455,2673,3447,2218,5116,0,0,0,0,0,0,0,0,0,0,0
1962,355888,280788,240394,195470,5444,0,0,393,59785,76685,2720,3496,2192,5188,0,0,0,0,0,0,0,0,0,0,0
1963,389369,308802,263045,217955,4153,0,0,379,65335,88386,2923,3681,2281,5400,1,1,0,0,0,0,0,0,0,0,0
1964,415061,333336,281959,234671,3741,0,108,409,68717,98895,3083,3874,2388,5675,0,0,0,0,0,0,0,0,0,0,0
1965,446470,359992,302616,249816,6986,0,4945,562,75205,113103,3238,4189,2548,6131,1,1,0,0,0,0,0,0,0,0,0
1966,467159,382723,322485,262308,6772,0,1843,524,76475,116115,3320,4250,2544,6190,0,0,0,0,0,0,0,0,0,0,0
1967,495360,407166,343274,274158,8993,0,3033,488,81982,122726,3527,4471,2576,6480,0,0,0,0,0,0,0,0,0,0,0
1968,521557,429712,363064,288372,8472,0,3414,529,86978,130853,3697,4674,2651,6755,1,1,0,0,0,0,0,0,0,0,0
1969,559463,454405,388678,297660,11938,0,4598,533,95232,133676,4077,5103,2765,7523,6,1,0,0,0,0,0,0,0,0,0
1970,621714,476318,405626,303795,12012,0,7562,1906,96272,132217,4496,5584,2787,8770,1,1,0,0,0,0,0,0,0,0,0
1971,597593,478301,410393,305717,13983,0,10149,628,96329,131769,4358,5414,2696,7819,0,0,0,0,0,0,0,0,0,0,0
1972,622092,499275,431905,316237,20860,0,12488,791,101248,132378,4530,5655,2745,8100,0,0,0,0,0,0,0,0,0,0,0
1973,638160,515456,449116,321517,19497,0,11718,932,103021,129823,4769,5917,2769,8440,1,1,0,0,0,0,0,0,0,0,0
1974,653791,529814,459151,326749,20614,0,11290,843,105641,130544,5019,6225,2890,8882,1,1,0,0,0,0,0,0,0,0,0
1975,681898,552485,476425,344209,21807,0,13466,838,108599,138849,5273,6533,2988,9273,5,4,0,0,0,0,0,0,0,0,0
1976,698892,569244,492516,352155,22323,0,12629,996,108125,138966,5490,6824,3067,9658,2,2,0,0,0,0,0,0,0,0,0
1977,725054,591778,513225,364606,21994,0,14449,1354,109106,139994,5699,7088,3153,10047,0,0,0,0,0,0,0,0,0,0,0
1978,754216,619879,534478,381783,22744,0,15856,1457,112495,145136,5910,7397,3254,10459,2,2,0,0,0,0,0,0,0,0,0
1979,779463,642546,554100,392430,22861,0,17165,1439,112467,143902,6099,7697,3318,10875,2,2,0,0,0,0,0,0,0,0,0
1980,814370,673182,581888,402039,22718,0,19774,1758,115740,142094,6511,8192,3425,11562,11,7,0,0,0,0,0,0,0,0,0
1981,833929,691583,597397,411886,24803,0,21461,1392,118358,142513,6647,8378,3483,11738,3,3,0,0,0,0,0,0,0,0,0
1982,861387,715585,620386,426355,26525,0,22306,1460,122838,144032,6847,8686,3574,12167,4,4,0,0,0,0,0,0,0,0,0
1983,905411,753362,651155,445154,28983,0,21929,1617,125491,148741,7132,9029,3651,12641,7,6,0,0,0,0,0,0,0,0,0
1984,948674,792972,685686,464572,29153,0,23352,1799,127561,150572,7379,9425,3725,13199,4,3,0,0,0,0,0,0,0,0,0
1985,983302,820042,712555,477845,35500,0,23027,1689,134773,153451,7616,9807,3802,13746,4,3,0,0,0,0,0,0,0,0,0
1986,1026759,855627,741861,494806,38215,0,24144,1899,135985,154384,7945,10260,3902,14386,6,6,0,0,0,0,0,0,0,0,0
1987,1086294,902842,781425,522947,40099,0,24448,2026,142303,160509,8187,10538,4003,14759,5,5,0,0,0,0,0,0,0,0,0
1988,1137241,938215,813063,542774,43019,0,25875,2163,146676,163649,8484,10866,4073,15348,9,9,0,0,0,0,0,0,0,0,0
1989,1199070,983851,856495,572361,41777,0,28710,2258,150879,168143,8881,11340,4190,15987,17,16,0,0,0,0,0,0,0,0,0
1990,1271613,1039070,909974,595522,40115,0,34524,2522,155536,168841,9257,11822,4235,16815,24,18,0,0,0,0,0,0,0,0,0
1991,1295148,1067020,937206,599249,44513,0,38615,2667,153776,160350,9514,12156,4228,17201,22,17,0,0,0,0,0,0,0,0,0
1992,1326947,1094633,972872,609114,42857,0,32932,2769,151220,147994,9966,12637,4300,17818,11,11,0,0,0,0,0,0,0,0,0
1993,1383282,1136960,1016594,618477,48054,0,35359,2752,155790,146198,10311,13060,4347,18549,15,7,0,0,0,0,0,0,0,0,0
1994,1427690,1170051,1051731,634382,47688,0,35900,2846,154740,140748,10743,13560,4431,19309,21,17,0,0,0,0,0,0,0,0,0
1995,1496801,1228699,1107881,674607,50703,0,35780,2832,162229,144911,11045,14045,4527,20134,30,20,0,0,0,0,0,0,0,0,0
1996,1588553,1300536,1173154,712381,51873,0,35772,3236,162958,146779,11471,14550,4613,20971,24,18,0,0,0,0,0,0,0,0,0
1997,1633214,1334331,1204296,726217,51403,0,33476,3836,161057,143016,11767,14936,4672,21806,34,25,0,0,0,0,0,0,0,0,0
1998,1689497,1368786,1232459,736404,56162,0,34930,4618,159972,138229,12137,15424,4725,22663,51,29,0,0,0,0,0,0,0,0,0
1999,1746018,1384748,1247207,735586,56967,0,36791,4670,156820,135608,12519,15872,4775,23941,63,34,0,0,0,0,0,0,0,0,0
2000,1962112,1448725,1290331,765835,57520,0,35078,5085,152354,131274,12902,16462,4896,25656,70,42,0,0,0,0,0,0,0,0,0
2001,2002229,1480363,1311016,772093,62269,0,35701,6033,150640,129113,13254,16995,4985,26789,89,60,0,0,0,0,0,0,0,0,0
2002,2156060,1534204,1349018,794252,63299,0,37462,6616,148029,130467,13645,17545,5096,28338,99,77,1,1,0,0,0,0,0,0,0
2003,2313596,1622129,1426347,838209,66575,0,38130,6997,155563,130390,14004,18061,5182,29397,113,89,0,0,0,0,0,0,0,0,0
2004,2562377,1769133,1545884,913811,71428,0,37396,8691,160224,139379,14401,18585,5272,30548,186,144,1,1,1,0,0,1,1,0,0
2005,2762667,1837671,1606662,946812,82536,0,38460,10921,171821,137391,14869,19188,5331,32027,241,183,2,2,0,2,2,2,2,0,0
2006,3044016,1990829,1733498,1014643,88025,0,45550,14207,183398,140846,15345,19816,5359,33470,353,269,4,3,1,3,4,3,4,2,2
2007,3207392,2055628,1794600,1028858,94576,0,49118,16484,177832,140957,15847,20564,5447,35474,365,280,6,6,1,6,6,6,6,3,3
2008,3419177,2161373,1887977,1085698,91917,0,47741,19695,171010,139558,16483,21448,5548,37515,418,323,10,9,0,5,5,5,5,3,3
2009,3702942,2325594,2020568,1172718,129403,0,87807,24453,208098,173455,17110,22224,5617,39673,530,374,30,13,19,5,5,5,5,2,2
2010,3860232,2341892,2011564,1131596,99290,25,47846,39973,175065,127525,17717,22865,5630,41708,596,436,37,18,1,6,8,7,13,2,2
2011,4006653,2457318,2109376,1176461,101878,21,45062,75851,168499,122842,18297,23412,5669,43964,1770,500,31,23,5,9,13,15,22,3,4
2012,4115513,2564328,2218805,1224394,117460,49,50216,82868,172883,116262,18783,24040,5688,46945,909,626,55,27,15,17,33,20,45,11,20
2013,4297109,2704056,2344664,1269546,114300,667,47225,105738,166916,109773,19294,24652,5708,50124,884,549,102,45,21,33,74,38,88,20,48
2014,4372632,2767898,2423134,1298561,119667,65719,46162,110653,163251,107081,19791,25178,5716,53164,1038,617,267,90,64,66,201,69,207,43,175
2015,4482825,2810234,2524370,1334724,115218,22729,54373,75900,155903,106767,20260,25770,5701,56483,1193,684,320,125,101,90,268,92,272,72,233
2016,4641642,2931418,2669180,1374412,127919,27884,55766,71385,168534,100153,20546,26180,5632,58899,1179,714,433,173,85,93,295,104,317,59,225
2017,4882876,3053557,2788184,1405089,126088,30487,67219,70904,158876,88212,20758,26347,5434,62747,1041,668,906,253,119,146,642,165,687,84,471
2018,4909040,2964818,2674295,1322876,119697,52211,56788,86808,136965,73926,20661,26362,5436,67212,1468,646,1376,346,265,208,896,230,1036,107,657
2019,5269407,3164652,2852705,1389133,117104,57959,58279,101168,124425,72569,20678,26635,5408,70927,1347,692,2398,475,381,316,1679,358,1855,164,1032
2020,5629023,3435033,3095116,1461838,113770,67599,64606,108638,115900,74593,20691,26744,5365,73818,1276,664,2965,648,243,420,1842,475,2182,176,746
2021,6258645,3929766,3603026,1640653,114543,74537,66762,78141,114543,72800,20502,26341,5343,73603,1707,410,5222,961,213,645,2791,762,3218,205,701
2022,5862595,3512875,3229627,1503811,83139,30321,50840,30370,83139,51145,19110,24099,5241,60821,68,55,6109,557,3,371,4605,463,5030,102,2007
2023,634142,465465,436687,183750,10843,2824,5407,2824,10843,5407,14191,17008,4748,26217,0,0,97,42,0,18,28,32,52,2,2
2024,884,717,572,326,0,21,4,21,0,4,18,45,3,68,0,0,0,0,0,0,0,0,0,0,0
2025,111,40,61,3,0,0,3,0,0,3,4,6,0,11,0,0,0,0,0,0,0,0,0,0,0
2026,6,3,2,3,0,0,2,0,0,2,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0
2027,3,1,1,1,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2028,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2029,8,1,1,1,0,0,1,0,0,1,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0
2030,12,5,5,0,0,0,0,0,0,0,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0
2031,35,23,23,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0
2032,364,176,167,0,0,0,0,0,0,0,14,18,0,52,0,0,0,0,0,0,0,0,0,0,0
2033,144,76,58,0,0,0,0,0,0,0,9,13,0,41,0,0,0,0,0,0,0,0,0,0,0
2034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,9,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2047,11,9,0,0,0,9,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2048,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2049,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2050,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2051,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2054,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2055,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2057,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2061,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2066,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2070,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2071,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2075,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2077,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2080,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2081,23,22,22,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2088,23,2,1,20,1,0,0,0,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0
2091,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2099,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2100,29,24,0,24,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2101,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2103,24,17,18,1,0,0,0,0,0,0,4,3,1,7,0,0,0,0,0,0,0,0,0,0,0
2104,10,6,0,5,0,0,5,0,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
2105,12,2,2,1,1,0,1,0,1,1,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0
2106,33,9,0,8,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0
2107,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2108,20,10,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
2109,9,6,3,2,0,0,0,0,0,0,2,3,1,6,0,0,0,0,0,0,0,0,0,0,0
2114,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2115,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2116,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2117,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2119,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2121,38,12,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0
2122,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2200,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2202,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2203,20,20,20,20,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2637,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
